_id,timestamp,user_id,event_type,movie_id,movie_name,release_year,rating
66f65f2e4d32f2e895187667,2024-09-09 21:40:20.000,31966,rate,august+osage+county+2013,august osage county,2013,4
66f65f334d32f2e895187695,2024-09-09 21:40:34.000,148669,rate,goodbye+first+love+2011,goodbye first love,2011,1
66f65f774d32f2e8951877f4,2024-09-09 21:42:59.000,110016,rate,monty+python+and+the+holy+grail+1975,monty python and the holy grail,1975,3
66f65f954d32f2e895187895,2024-09-09 21:44:01.000,60556,rate,doodlebug+1997,doodlebug,1997,3
66f65fb84d32f2e89518792c,2024-09-09 21:45:08.000,12236,rate,der+fuehrers+face+1943,der fuehrers face,1943,5
66f65fba4d32f2e895187934,2024-09-09 21:45:12.000,135406,rate,spirited+away+2001,spirited away,2001,4
66f65fbc4d32f2e895187937,2024-09-09 21:45:16.000,603,rate,blood+of+the+beasts+1949,blood of the beasts,1949,4
66f65ff64d32f2e895187948,2024-09-09 21:45:24.000,110029,rate,reds+dream+1987,reds dream,1987,4
66f660334d32f2e89518796b,2024-09-09 21:45:39.000,78269,rate,summer+04+2006,summer 04,2006,3
66f6611f4d32f2e8951879de,2024-09-09 21:46:18.000,44197,rate,cq+2001,cq,2001,4
66f661984d32f2e895187a23,2024-09-09 21:46:45.000,124866,rate,hotel+chevalier+2007,hotel chevalier,2007,4
66f661bf4d32f2e895187a49,2024-09-09 21:47:04.000,113437,rate,queen+of+hearts+1989,queen of hearts,1989,3
66f661bf4d32f2e895187a4d,2024-09-09 21:47:05.000,9335,rate,ice+princess+2005,ice princess,2005,3
66f661ce4d32f2e895187a7f,2024-09-09 21:47:30.000,138697,rate,vertical+features+remake+1978,vertical features remake,1978,4
66f661d04d32f2e895187a87,2024-09-09 21:47:35.000,74060,rate,see+heaven+1995,see heaven,1995,3
66f661da4d32f2e895187abd,2024-09-09 21:47:52.000,25876,rate,vincent+1982,vincent,1982,4
66f661e04d32f2e895187adb,2024-09-09 21:48:01.000,65396,rate,bye-bye+bin+laden+2009,bye-bye bin laden,2009,3
66f661f94d32f2e895187b46,2024-09-09 21:48:46.000,7602,rate,lights+out+2010,lights out,2010,3
66f663404ec24e6c97884b7d,2024-09-09 21:50:07.000,7163,rate,like+crazy+2011,like crazy,2011,4
66f663424ec24e6c97884b8c,2024-09-09 21:50:09.000,50391,rate,behind+the+screen+1916,behind the screen,1916,4
66f663454ec24e6c97884b9e,2024-09-09 21:50:14.000,112833,rate,the+invisible+boy+2014,the invisible boy,2014,4
66f663544ec24e6c97884be4,2024-09-09 21:50:37.000,67387,rate,reservoir+dogs+1992,reservoir dogs,1992,4
66f663694ec24e6c97884c43,2024-09-09 21:51:10.000,81146,rate,rasmus+and+the+vagabond+1981,rasmus and the vagabond,1981,4
66f663744ec24e6c97884c7c,2024-09-09 21:51:29.000,138441,rate,wonderland+1997,wonderland,1997,5
66f663844ec24e6c97884cbe,2024-09-09 21:51:54.000,112849,rate,bachelorette+2012,bachelorette,2012,3
66f663934ec24e6c97884cfb,2024-09-09 21:52:13.000,84387,rate,lifted+2006,lifted,2006,3
66f6639a4ec24e6c97884d25,2024-09-09 21:52:23.000,88773,rate,sundome+2007,sundome,2007,3
66f663ad4ec24e6c97884d5d,2024-09-09 21:52:53.000,110551,rate,the+mighty+1998,the mighty,1998,3
66f663b24ec24e6c97884d6a,2024-09-09 21:53:00.000,71018,rate,only+the+young+2012,only the young,2012,4
66f663db4ec24e6c97884e09,2024-09-09 21:54:01.000,50005,rate,a+tale+of+two+sisters+2003,a tale of two sisters,2003,3
66f663e34ec24e6c97884e24,2024-09-09 21:54:10.000,74814,rate,10+things+i+hate+about+you+1999,10 things i hate about you,1999,3
66f663e44ec24e6c97884e32,2024-09-09 21:54:13.000,50859,rate,the+sword+in+the+stone+1963,the sword in the stone,1963,2
66f664154ec24e6c97884ee3,2024-09-09 21:55:22.000,70543,rate,powder+blue+2009,powder blue,2009,4
66f664204ec24e6c97884f15,2024-09-09 21:55:38.000,16991,rate,der+fuehrers+face+1943,der fuehrers face,1943,4
66f664304ec24e6c97884f55,2024-09-09 21:56:00.000,29083,rate,life+is+sweet+1990,life is sweet,1990,4
66f6644d4ec24e6c97884fdd,2024-09-09 21:56:38.000,11479,rate,warriors+2002,warriors,2002,4
66f664504ec24e6c97884fee,2024-09-09 21:56:42.000,77114,rate,even+the+rain+2010,even the rain,2010,3
66f664714ec24e6c97885064,2024-09-09 21:57:30.000,139648,rate,the+nine+lives+of+tomas+katz+2000,the nine lives of tomas katz,2000,3
66f6647d4ec24e6c978850b5,2024-09-09 21:57:47.000,3495,rate,zeitgeist+addendum+2008,zeitgeist addendum,2008,3
66f6647e4ec24e6c978850bf,2024-09-09 21:57:49.000,149467,rate,the+war+at+home+1979,the war at home,1979,3
66f6649d4ec24e6c97885150,2024-09-09 21:58:41.000,19794,rate,made+in+jamaica+2006,made in jamaica,2006,3
66f664b14ec24e6c97885198,2024-09-09 21:59:12.000,140669,rate,bronson+2008,bronson,2008,3
66f664c44ec24e6c978851e3,2024-09-09 21:59:43.000,45335,rate,all+star+superman+2011,all star superman,2011,2
66f664cb4ec24e6c978851f6,2024-09-09 21:59:54.000,94337,rate,nosferatu+1922,nosferatu,1922,4
66f664cc4ec24e6c978851f9,2024-09-09 21:59:56.000,89276,rate,a+boy+called+hate+1996,a boy called hate,1996,4
66f664cd4ec24e6c97885202,2024-09-09 21:59:58.000,36361,rate,maleficent+2014,maleficent,2014,3
66f664d54ec24e6c97885219,2024-09-09 22:00:10.000,104275,rate,mosaic+1965,mosaic,1965,4
66f664d84ec24e6c97885237,2024-09-09 22:00:15.000,126079,rate,harry+potter+and+the+order+of+the+phoenix+2007,harry potter and the order of the phoenix,2007,4
66f665084ec24e6c978852f2,2024-09-09 22:01:28.000,90147,rate,toy+story+of+terror+2013,toy story of terror,2013,5
66f6650c4ec24e6c9788530b,2024-09-09 22:01:34.000,14355,rate,violent+cop+1989,violent cop,1989,3
66f6650d4ec24e6c97885311,2024-09-09 22:01:35.000,135190,rate,busses+roar+1942,busses roar,1942,3
66f6652e4ec24e6c9788538b,2024-09-09 22:02:22.000,76578,rate,mary+2005,mary,2005,2
66f665334ec24e6c978853a1,2024-09-09 22:02:30.000,119729,rate,ninja+4+siege+1964,ninja 4 siege,1964,3
66f665384ec24e6c978853ad,2024-09-09 22:02:37.000,28944,rate,lifted+2006,lifted,2006,4
66f665424ec24e6c978853e0,2024-09-09 22:02:51.000,121993,rate,moonbase+1997,moonbase,1997,3
66f6654b4ec24e6c9788540b,2024-09-09 22:03:05.000,89526,rate,the+house+of+small+cubes+2008,the house of small cubes,2008,4
66f665694ec24e6c9788546e,2024-09-09 22:03:40.000,143705,rate,captain+america+ii+death+too+soon+1979,captain america ii death too soon,1979,3
66f665964ec24e6c978854fa,2024-09-09 22:04:37.000,92188,rate,ein+schnitzel+fr+drei+2010,ein schnitzel fr drei,2010,3
66f665c44ec24e6c9788559a,2024-09-09 22:05:31.000,65803,rate,the+wave+1981,the wave,1981,3
66f665ca4ec24e6c978855b1,2024-09-09 22:05:37.000,19548,rate,ong-bak+the+thai+warrior+2003,ong-bak the thai warrior,2003,3
66f665d24ec24e6c978855c5,2024-09-09 22:05:46.000,140348,rate,its+my+mothers+birthday+today+2008,its my mothers birthday today,2008,3
66f665f54ec24e6c9788562f,2024-09-09 22:06:22.000,36757,rate,my+wife_+a+body+to+love+1973,my wife_ a body to love,1973,4
66f665ff4ec24e6c97885655,2024-09-09 22:06:34.000,10049,rate,knick+knack+1989,knick knack,1989,3
66f666014ec24e6c9788565c,2024-09-09 22:06:36.000,123144,rate,scorpio+rising+1964,scorpio rising,1964,4
66f666064ec24e6c9788566c,2024-09-09 22:06:41.000,117566,rate,iron+man+2+2010,iron man 2,2010,4
66f6661a4ec24e6c978856aa,2024-09-09 22:07:05.000,76060,rate,quantum+of+solace+2008,quantum of solace,2008,2
66f666244ec24e6c978856c2,2024-09-09 22:07:17.000,73604,rate,nocturna+artificialia+1979,nocturna artificialia,1979,2
66f6662a4ec24e6c978856da,2024-09-09 22:07:25.000,7645,rate,shoulder+arms+1918,shoulder arms,1918,4
66f666374ec24e6c97885711,2024-09-09 22:07:42.000,145739,rate,the+gruffalo+2009,the gruffalo,2009,5
66f666374ec24e6c97885712,2024-09-09 22:07:43.000,143711,rate,rings+2005,rings,2005,4
66f666474ec24e6c9788574e,2024-09-09 22:08:02.000,23710,rate,the+steamroller+and+the+violin+1961,the steamroller and the violin,1961,5
66f666494ec24e6c97885759,2024-09-09 22:08:06.000,39996,rate,one+man+band+2005,one man band,2005,4
66f666494ec24e6c9788575a,2024-09-09 22:08:06.000,34792,rate,mille+bolle+blu+1993,mille bolle blu,1993,2
66f6664a4ec24e6c9788575e,2024-09-09 22:08:07.000,109426,rate,rainbow+valley+1935,rainbow valley,1935,4
66f666594ec24e6c97885780,2024-09-09 22:08:27.000,60625,rate,east+side_+west+side+1949,east side_ west side,1949,3
66f666684ec24e6c978857b4,2024-09-09 22:08:48.000,16309,rate,never+make+it+home+2011,never make it home,2011,4
66f666694ec24e6c978857b6,2024-09-09 22:08:49.000,14646,rate,the+war+game+1965,the war game,1965,3
66f666814ec24e6c9788580e,2024-09-09 22:09:19.000,77086,rate,howls+moving+castle+2004,howls moving castle,2004,4
66f666864ec24e6c9788582d,2024-09-09 22:09:24.000,101637,rate,pickup+on+south+street+1953,pickup on south street,1953,3
66f666a14ec24e6c9788587e,2024-09-09 22:09:56.000,1118,rate,beyond+the+minds+eye+1992,beyond the minds eye,1992,4
66f666b04ec24e6c9788589b,2024-09-09 22:10:11.000,144675,rate,star+wars+episode+ii+-+attack+of+the+clones+2002,star wars episode ii - attack of the clones,2002,3
66f666e64ec24e6c9788591e,2024-09-09 22:11:06.000,58799,rate,lego+dc+comics+super+heroes+justice+league+vs.+bizarro+league+2015,lego dc comics super heroes justice league vs. bizarro league,2015,3
66f666ef4ec24e6c97885930,2024-09-09 22:11:15.000,105287,rate,the+occupants+2014,the occupants,2014,2
66f6670b4ec24e6c97885992,2024-09-09 22:11:46.000,135103,rate,dream+2008,dream,2008,4
66f6670f4ec24e6c978859a0,2024-09-09 22:11:51.000,141531,rate,pie+in+the+sky+1996,pie in the sky,1996,2
66f667334ec24e6c97885a1c,2024-09-09 22:12:34.000,140496,rate,war+witch+2012,war witch,2012,4
66f667404ec24e6c97885a3f,2024-09-09 22:12:48.000,76328,rate,sunset+1988,sunset,1988,2
66f667444ec24e6c97885a47,2024-09-09 22:12:53.000,117025,rate,sixteen+candles+1984,sixteen candles,1984,3
66f667624ec24e6c97885a96,2024-09-09 22:13:28.000,106769,rate,ghost+world+2001,ghost world,2001,4
66f667674ec24e6c97885aa8,2024-09-09 22:13:34.000,51714,rate,pumzi+2009,pumzi,2009,3
66f667674ec24e6c97885aa9,2024-09-09 22:13:35.000,21482,rate,ben-hur+a+tale+of+the+christ+1925,ben-hur a tale of the christ,1925,5
66f667b24ec24e6c97885b71,2024-09-09 22:14:59.000,73077,rate,bandits+silver+angel+1994,bandits silver angel,1994,4
66f667d84ec24e6c97885bec,2024-09-09 22:15:39.000,124882,rate,tales+of+the+black+freighter+2009,tales of the black freighter,2009,4
66f667f94ec24e6c97885c40,2024-09-09 22:16:14.000,31417,rate,how+she+move+2008,how she move,2008,3
66f668164ec24e6c97885c95,2024-09-09 22:16:46.000,88721,rate,my+childhood+1972,my childhood,1972,4
66f668194ec24e6c97885ca1,2024-09-09 22:16:50.000,80345,rate,ice+quake+2010,ice quake,2010,3
66f668224ec24e6c97885cb5,2024-09-09 22:16:59.000,35093,rate,the+improv+50+years+behind+the+brick+wall+2013,the improv 50 years behind the brick wall,2013,4
66f668304ec24e6c97885cdf,2024-09-09 22:17:14.000,141066,rate,the+prisoner+of+zenda+1979,the prisoner of zenda,1979,2
66f668514ec24e6c97885d3b,2024-09-09 22:17:47.000,94140,rate,table+no.+21+2013,table no. 21,2013,3
66f6685f4ec24e6c97885d5d,2024-09-09 22:18:02.000,148820,rate,the+bakery+girl+of+monceau+1963,the bakery girl of monceau,1963,4
66f6686a4ec24e6c97885d7b,2024-09-09 22:18:13.000,28933,rate,harry+potter+and+the+prisoner+of+azkaban+2004,harry potter and the prisoner of azkaban,2004,3
66f6687a4ec24e6c97885da8,2024-09-09 22:18:30.000,60850,rate,htel+des+invalides+1952,htel des invalides,1952,4
66f6688a4ec24e6c97885de4,2024-09-09 22:18:46.000,131524,rate,love+games+2013,love games,2013,4
66f668b44ec24e6c97885e64,2024-09-09 22:19:28.000,4115,rate,metastases+2012,metastases,2012,5
66f668b74ec24e6c97885e71,2024-09-09 22:19:31.000,58762,rate,star+wars+1977,star wars,1977,2
66f668c64ec24e6c97885e8d,2024-09-09 22:19:45.000,128519,rate,waco+a+new+revelation+1999,waco a new revelation,1999,4
66f668cd4ec24e6c97885eb5,2024-09-09 22:19:52.000,61187,rate,cloudy+with+a+chance+of+meatballs+2+2013,cloudy with a chance of meatballs 2,2013,3
66f668d14ec24e6c97885ec2,2024-09-09 22:19:55.000,89225,rate,fat+head+2009,fat head,2009,4
66f668da4ec24e6c97885ece,2024-09-09 22:20:02.000,61555,rate,the+beans+of+egypt_+maine+1994,the beans of egypt_ maine,1994,4
66f668ed4ec24e6c97885efd,2024-09-09 22:20:18.000,137790,rate,the+crime+of+monsieur+lange+1936,the crime of monsieur lange,1936,4
66f668fa4ec24e6c97885f1f,2024-09-09 22:20:29.000,142130,rate,the+shopworn+angel+1938,the shopworn angel,1938,2
66f669044ec24e6c97885f3a,2024-09-09 22:20:37.000,55900,rate,star+wars+episode+iii+-+revenge+of+the+sith+2005,star wars episode iii - revenge of the sith,2005,2
66f6691a4ec24e6c97885f64,2024-09-09 22:20:55.000,141053,rate,dances+with+wolves+1990,dances with wolves,1990,3
66f6691c4ec24e6c97885f69,2024-09-09 22:20:56.000,137526,rate,grand+illusion+1937,grand illusion,1937,4
66f6693d4ec24e6c97885fb1,2024-09-09 22:21:24.000,22754,rate,hotel+chevalier+2007,hotel chevalier,2007,3
66f6693d4ec24e6c97885fb2,2024-09-09 22:21:24.000,148669,rate,saving+grace+2000,saving grace,2000,2
66f669644ec24e6c97885ff0,2024-09-09 22:21:55.000,73315,rate,inferno+1980,inferno,1980,1
66f6696a4ec24e6c97886001,2024-09-09 22:22:00.000,4487,rate,creature+from+the+haunted+sea+1961,creature from the haunted sea,1961,3
66f669734ec24e6c97886017,2024-09-09 22:22:07.000,67906,rate,the+goebbels+experiment+2005,the goebbels experiment,2005,2
66f6699c4ec24e6c9788605d,2024-09-09 22:22:40.000,31336,rate,michael+jackson+life+of+a+superstar+2008,michael jackson life of a superstar,2008,3
66f669a44ec24e6c97886072,2024-09-09 22:22:47.000,48830,rate,night+and+fog+1955,night and fog,1955,3
66f669bf4ec24e6c9788609c,2024-09-09 22:23:08.000,48483,rate,the+bad+lieutenant+port+of+call+-+new+orleans+2009,the bad lieutenant port of call - new orleans,2009,3
66f669d24ec24e6c978860c8,2024-09-09 22:23:24.000,23585,rate,100+years+at+the+movies+1994,100 years at the movies,1994,3
66f669dd4ec24e6c978860e0,2024-09-09 22:23:33.000,130441,rate,dumbo+1941,dumbo,1941,4
66f669fc4ec24e6c97886124,2024-09-09 22:23:56.000,47048,rate,nausica+of+the+valley+of+the+wind+1984,nausica of the valley of the wind,1984,3
66f66a084ec24e6c97886149,2024-09-09 22:24:06.000,92270,rate,running+1979,running,1979,3
66f66a0e4ec24e6c97886158,2024-09-09 22:24:10.000,5232,rate,quatermass+and+the+pit+1967,quatermass and the pit,1967,3
66f66a1e4ec24e6c9788617c,2024-09-09 22:24:23.000,6789,rate,the+trip+to+squash+land+1967,the trip to squash land,1967,4
66f66a214ec24e6c9788618a,2024-09-09 22:24:25.000,146866,rate,the+city+dark+2012,the city dark,2012,3
66f66a234ec24e6c97886191,2024-09-09 22:24:27.000,17022,rate,dr.+no+1962,dr. no,1962,4
66f66a2c4ec24e6c978861ae,2024-09-09 22:24:34.000,86821,rate,countdown+to+looking+glass+1984,countdown to looking glass,1984,4
66f66a484ec24e6c978861de,2024-09-09 22:24:54.000,18524,rate,idol+of+the+crowds+1937,idol of the crowds,1937,3
66f66a504ec24e6c978861e7,2024-09-09 22:25:01.000,85771,rate,suzannes+career+1963,suzannes career,1963,5
66f66a554ec24e6c978861f1,2024-09-09 22:25:05.000,63765,rate,the+incredibles+2004,the incredibles,2004,2
66f66a5e4ec24e6c97886206,2024-09-09 22:25:12.000,86574,rate,alone+in+the+wilderness+2004,alone in the wilderness,2004,5
66f66a694ec24e6c97886221,2024-09-09 22:25:21.000,41195,rate,the+scenesters+2009,the scenesters,2009,3
66f66a784ec24e6c9788623c,2024-09-09 22:25:31.000,49614,rate,the+scenesters+2009,the scenesters,2009,4
66f66a7d4ec24e6c97886244,2024-09-09 22:25:35.000,98781,rate,george+lopez+its+not+me_+its+you+2012,george lopez its not me_ its you,2012,4
66f66a7f4ec24e6c97886254,2024-09-09 22:25:37.000,123238,rate,tales+of+the+black+freighter+2009,tales of the black freighter,2009,5
66f66a864ec24e6c97886261,2024-09-09 22:25:42.000,105137,rate,the+wave+1981,the wave,1981,4
66f66a884ec24e6c97886262,2024-09-09 22:25:44.000,33985,rate,chori+chori+chupke+chupke+2001,chori chori chupke chupke,2001,3
66f66a954ec24e6c97886271,2024-09-09 22:25:53.000,92653,rate,dr.+jack+1922,dr. jack,1922,4
66f66aa04ec24e6c97886299,2024-09-09 22:26:01.000,43741,rate,randy+rides+alone+1934,randy rides alone,1934,4
66f66aca4ec24e6c978862fa,2024-09-09 22:26:36.000,91671,rate,why+we+fight+the+nazis+strike+1943,why we fight the nazis strike,1943,3
66f66aca4ec24e6c978862fb,2024-09-09 22:26:36.000,116632,rate,crazybeautiful+2001,crazybeautiful,2001,3
66f66aff4ec24e6c9788638f,2024-09-09 22:27:22.000,29511,rate,little+nemo+adventures+in+slumberland+1989,little nemo adventures in slumberland,1989,3
66f66b204ec24e6c978863d9,2024-09-09 22:27:51.000,113754,rate,the+last+mogul+2005,the last mogul,2005,3
66f66b254ec24e6c978863f9,2024-09-09 22:27:55.000,114461,rate,batman+begins+2005,batman begins,2005,4
66f66b434ec24e6c97886432,2024-09-09 22:28:21.000,8134,rate,dead+men+walk+1943,dead men walk,1943,3
66f66b464ec24e6c97886436,2024-09-09 22:28:23.000,132564,rate,wild+china+2008,wild china,2008,5
66f66b484ec24e6c97886438,2024-09-09 22:28:26.000,63606,rate,ice+age+the+meltdown+2006,ice age the meltdown,2006,4
66f66b574ec24e6c97886461,2024-09-09 22:28:37.000,80901,rate,cinderella+2015,cinderella,2015,2
66f66b614ec24e6c9788647e,2024-09-09 22:28:44.000,43951,rate,color+me+blood+red+1965,color me blood red,1965,4
66f66b634ec24e6c97886482,2024-09-09 22:28:46.000,64817,rate,marfa+girl+2012,marfa girl,2012,2
66f66b6d4ec24e6c97886496,2024-09-09 22:28:53.000,63001,rate,french+roast+2008,french roast,2008,4
66f66b704ec24e6c9788649f,2024-09-09 22:28:56.000,75185,rate,belle+toujours+2006,belle toujours,2006,3
66f66b8d4ec24e6c978864d3,2024-09-09 22:29:17.000,74060,rate,starz+inside+fantastic+flesh+2008,starz inside fantastic flesh,2008,2
66f66b914ec24e6c978864e2,2024-09-09 22:29:19.000,73701,rate,the+merchant+of+four+seasons+1971,the merchant of four seasons,1971,2
66f66b944ec24e6c978864ec,2024-09-09 22:29:22.000,84325,rate,ballet+shoes+2008,ballet shoes,2008,4
66f66baa4ec24e6c97886516,2024-09-09 22:29:38.000,87309,rate,dragon+ball+z+return+of+cooler+1992,dragon ball z return of cooler,1992,4
66f66bce4ec24e6c9788655a,2024-09-09 22:30:02.000,58472,rate,car+bpnus+2001,car bpnus,2001,4
66f66be14ec24e6c9788657a,2024-09-09 22:30:15.000,126589,rate,im+gonna+explode+2008,im gonna explode,2008,3
66f66bfb4ec24e6c978865af,2024-09-09 22:30:32.000,44119,rate,hotline+2014,hotline,2014,3
66f66c194ec24e6c978865e4,2024-09-09 22:30:53.000,34844,rate,summer+stock+1950,summer stock,1950,3
66f66c214ec24e6c978865ef,2024-09-09 22:30:59.000,74963,rate,fatty+and+mabel+adrift+1916,fatty and mabel adrift,1916,3
66f66c314ec24e6c9788660b,2024-09-09 22:31:09.000,104980,rate,sherlock+holmes+in+washington+1943,sherlock holmes in washington,1943,3
66f66c334ec24e6c97886612,2024-09-09 22:31:11.000,39224,rate,mickey_+donald_+goofy+the+three+musketeers+2004,mickey_ donald_ goofy the three musketeers,2004,4
66f66c394ec24e6c97886620,2024-09-09 22:31:16.000,43581,rate,frankenstein+1931,frankenstein,1931,4
66f66c3b4ec24e6c97886625,2024-09-09 22:31:17.000,38022,rate,capturing+the+friedmans+2003,capturing the friedmans,2003,4
66f66c4c4ec24e6c9788665c,2024-09-09 22:31:31.000,149664,rate,the+forbidden+christ+1951,the forbidden christ,1951,3
66f66c524ec24e6c97886672,2024-09-09 22:31:36.000,142439,rate,the+phone+box+1972,the phone box,1972,4
66f66c6d4ec24e6c978866b9,2024-09-09 22:31:57.000,37562,rate,tangled+2010,tangled,2010,2
66f66c704ec24e6c978866bf,2024-09-09 22:31:59.000,53791,rate,the+fifth+element+1997,the fifth element,1997,4
66f66c724ec24e6c978866c5,2024-09-09 22:32:00.000,31019,rate,anastasia+1997,anastasia,1997,2
66f66c884ec24e6c978866ec,2024-09-09 22:32:15.000,31267,rate,wreck-it+ralph+2012,wreck-it ralph,2012,3
66f66c8f4ec24e6c9788670a,2024-09-09 22:32:20.000,55419,rate,force+majeure+2014,force majeure,2014,3
66f66cb14ec24e6c97886737,2024-09-09 22:32:43.000,39731,rate,hellhounds+on+my+trail+the+afterlife+of+robert+johnson+2000,hellhounds on my trail the afterlife of robert johnson,2000,4
66f66cb74ec24e6c97886741,2024-09-09 22:32:48.000,81532,rate,ill+follow+you+down+2013,ill follow you down,2013,2
66f66ce34ec24e6c9788678d,2024-09-09 22:33:15.000,4829,rate,the+spanish+earth+1937,the spanish earth,1937,4
66f66cf84ec24e6c978867b7,2024-09-09 22:33:30.000,75869,rate,cinderella+iii+a+twist+in+time+2007,cinderella iii a twist in time,2007,4
66f66d044ec24e6c978867d0,2024-09-09 22:33:38.000,131638,rate,lady+and+the+tramp+ii+scamps+adventure+2001,lady and the tramp ii scamps adventure,2001,3
66f66d144ec24e6c978867f6,2024-09-09 22:33:48.000,9405,rate,fast+times+at+ridgemont+high+1982,fast times at ridgemont high,1982,4
66f66d174ec24e6c978867fb,2024-09-09 22:33:50.000,30160,rate,retroactive+1997,retroactive,1997,3
66f66d1c4ec24e6c97886800,2024-09-09 22:33:53.000,146043,rate,a+grand+day+out+1990,a grand day out,1990,5
66f66d3b4ec24e6c9788683c,2024-09-09 22:34:12.000,106196,rate,mickey_+donald_+goofy+the+three+musketeers+2004,mickey_ donald_ goofy the three musketeers,2004,3
66f66d3e4ec24e6c97886847,2024-09-09 22:34:14.000,109696,rate,ambition+2014,ambition,2014,4
66f66d494ec24e6c97886855,2024-09-09 22:34:22.000,54091,rate,journey+to+portugal+2011,journey to portugal,2011,4
66f66d524ec24e6c9788686b,2024-09-09 22:34:28.000,6402,rate,women+of+the+night+1948,women of the night,1948,5
66f66d5a4ec24e6c97886876,2024-09-09 22:34:33.000,38929,rate,kites+2010,kites,2010,4
66f66d5f4ec24e6c9788687d,2024-09-09 22:34:36.000,83414,rate,puss+in+boots+the+three+diablos+2011,puss in boots the three diablos,2011,2
66f66d624ec24e6c9788688a,2024-09-09 22:34:38.000,80208,rate,molokai+the+story+of+father+damien+2002,molokai the story of father damien,2002,3
66f66d7a4ec24e6c978868ad,2024-09-09 22:34:54.000,54520,rate,the+gore+gore+girls+1972,the gore gore girls,1972,3
66f66d7b4ec24e6c978868ae,2024-09-09 22:34:54.000,127696,rate,this+means+war+2012,this means war,2012,2
66f66d864ec24e6c978868bc,2024-09-09 22:35:01.000,612,rate,mickey_+donald_+goofy+the+three+musketeers+2004,mickey_ donald_ goofy the three musketeers,2004,3
66f66da94ec24e6c978868dc,2024-09-09 22:35:23.000,56055,rate,american+pie+1999,american pie,1999,2
66f66dab4ec24e6c978868e2,2024-09-09 22:35:25.000,39037,rate,frankenstein+1931,frankenstein,1931,4
66f66db14ec24e6c978868e7,2024-09-09 22:35:29.000,112498,rate,la+luna+2011,la luna,2011,4
66f66dc44ec24e6c97886910,2024-09-09 22:35:41.000,22871,rate,guilty+hands+1931,guilty hands,1931,4
66f66dc84ec24e6c9788691c,2024-09-09 22:35:44.000,119689,rate,goodfellas+1990,goodfellas,1990,4
66f66dcf4ec24e6c97886925,2024-09-09 22:35:48.000,36401,rate,sink+or+swim+1997,sink or swim,1997,3
